Company Name,Growth Score,Mindshare Score,Momentum Score,Mattermark URL,Website,Description,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Industry,Business Model,Keywords,Investors,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Has Google Play App,Has iTunes App,Months since last funding,Employees added since last funding,New person months since last funding,New funding employee growth,Date Added
Love & Robots,131,131,15,https://mattermark.com/app/data/10343765/,http://loveandrobots.com,"Love & Robots is a design brand for the digital age of products. Through our platform, you can tweak, personalize and re-design our products in 3d directly from your browser in real-time. Your product is then 3d printed on-demand and shipped from a factory local to you.",No,,,,e-commerce|fashion,B2C|Marketplace,3d printing|design|fashion|social commerce,,,,,,,,,2543,2724,-7,1761,44,,,,,,2537,2525,0,2519,1,,,,,,,4801,4800,0,4766,1,17,17,0,44,43,2,,,,,,2012,Pre Series A,0,2014-11-01,,dublin,dublin,,,irl,EU,No,No,No,16,,,,2014-09-22
slamby.com,131,131,440,https://mattermark.com/app/data/10531738/,http://slamby.com,"Slamby  is  an  IT  Company,  developing   technology  that  is  able  to  understand   written  human  language.",No,,,,,,,,4,4,0,0,,,,714,720,-1,657,9,,,,,,638,552,16,136,369,,,,,,,304,304,0,292,4,21,21,0,14,16,-13,29,28,4,26,12,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-10-06
LoLo - LookLocal,130,130,347,https://mattermark.com/app/data/10996620/,http://looklocal.co,"",No,,,,cloud computing|fashion|mobile|retail,B2B|B2C,fashion,,,,,,,,,57,47,21,48,19,,,,,,160,158,1,154,4,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-05-31
VIRTUALWARE,130,130,0,https://mattermark.com/app/data/238824/,http://virtualwaregroup.com,"Hardware and software solutions",No,,,,,,,,,,,,,,,418,423,-1,639,-35,,,,,,389,384,1,377,3,2,0,,3,15,-80,861,858,0,848,2,43,43,0,34,54,-37,,,,,,,No Known Funding,,,,basauri,basauri,,,esp,EU,Yes,No,Yes,,,,,2014-02-05
CoffeeStrap,127,127,91,https://mattermark.com/app/data/141924/coffeestrap,http://coffeestrap.com,"CoffeeStrap is how people learn. It is a Language Exchange and Teaching Platform.",No,,,,dating|education,B2C|Marketplace,consulting|language learning,,3,4,-1,-25,5,-2,-40,4815,4792,0,3461,39,,,,,,4030,4038,0,4079,-1,1,8,-88,17,13,31,1589,1584,0,1565,2,3,3,0,2,2,0,28,26,8,21,33,2014,No Known Funding,,,,amsterdam,amsterdam,,,nld,EU,Yes,Yes,No,,,,,2013-04-26
beaconinside.com,119,119,131,https://mattermark.com/app/data/10721961/,http://beaconinside.com,"Beaconinside is the simplest way to add iBeacon functionalities to any 
mobile app",No,,,,internet of things,B2B,big data|location based services (lbs),,9,8,1,13,4,5,125,4517,5345,-15,6483,-30,,,,,,439,434,1,378,16,,,,,,,1677,1676,0,1675,0,15,15,0,1,,,13,13,0,12,8,2013,No Known Funding,,,,berlin,berlin,,,,,Yes,Yes,No,,,,,2014-10-29
Veleza,118,107,0,https://mattermark.com/app/data/186330/veleza,http://veleza.com,"Welcome to Veleza - a place to discover your next skin care product purchase",No,,,,analytics|household & personal products|mobile,B2B|B2C|Metamediary,beauty products|big data|community|reviews & recommendations|verifiedga,,6,6,0,0,7,-1,-14,46,67,-31,99,-54,,,,,,1128,1029,10,229,393,0,0,,0,0,,455,453,0,377,21,13,13,0,9,9,0,15,15,0,13,15,,Pre Series A,240000,2015-02-01,240000,london,london,london,,gbr,EU,No,No,No,13,3,38,6315.79,2013-09-10
tab-trader.com,118,118,-2,https://mattermark.com/app/data/10878391/,http://tab-trader.com,"Mobile trading terminal for all major cryptocurrency exchanges",No,,,,finance|mobile,B2C,android,,3,3,0,0,,,,207,244,-15,204,1,,,,,,1026,993,3,,,,,,,,,,,,,,,,,,,,4,4,0,,,,No Known Funding,,,,amsterdam,amsterdam,,,nld,EU,Yes,Yes,No,,,,,2014-11-10
smalltownheroes.be,114,114,40,https://mattermark.com/app/data/11309312/,http://smalltownheroes.be,"",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
fedger.io,113,113,565,https://mattermark.com/app/data/277809/,http://fedger.io,"GitHub for Analytics: A collaborative data analytics platform letting anyone being a top notch data scientist.",No,,,,analytics,B2B,big data|business intelligence|collisionconf2015|machine learning,,6,5,1,20,5,1,20,39,33,18,21,86,,,,,,472,474,0,436,8,0,0,,0,0,,56,56,0,56,0,1,,,1,1,0,6,6,0,,,2014,No Known Funding,,,,cologne,cologne,,,deu,EU,No,No,No,,,,,2014-05-24
TaxiStartup,112,112,8,https://mattermark.com/app/data/141069/taxistartup,http://taxistartup.com,"Intelligent dispatch solution",No,,,,mobile|transportation,B2B,,,18,17,1,6,10,8,80,5661,6918,-18,7147,-21,,215,,,,1916,1916,0,1896,1,3,7,-57,25,11,127,,,,,,,,,,,,47,46,2,46,2,2012,Exited (acquired),,,,tallinn,tallinn,,,est,EU,Yes,No,Yes,,,,,2013-04-26
Yagram,108,108,74,https://mattermark.com/app/data/11253671/,http://yagram.com,"Yagram develops mobile health solutions. By using the psychology of games we help patients manage chronic health conditions",No,,,,mobile,B2C,health & wellness,,,,,,,,,,,,,,,,,,,382,355,8,325,18,,,,,,,22,22,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2015-12-08
GameGenetics,107,88,14,https://mattermark.com/app/data/85052/,http://gamegenetics.com,"GameGenetics enables game developers and publishers with media plans and distribution power to market games more effectively.",No,,,,gaming|mobile,B2B|B2C,gaming,Estag Capital|High-Tech Gruenderfonds|Target Partners,38,39,-1,-3,53,-15,-28,12206,10404,17,12217,0,,,,,,146,143,2,144,1,0,1,-100,1,2,-50,3093,3094,0,3105,0,4,4,0,1,,,409,403,1,386,6,2009,A,0,2012-04-03,0,berlin,berlin,,,deu,EU,No,No,No,47,12,649,0,2013-04-04
Dropbyke,107,107,38,https://mattermark.com/app/data/10906786/,http://dropbyke.com,"Bike Sharing Platform w/o fixed stations based on Mobile App.",No,,,,mobile|transportation,B2C,,,,,,,,,,1259,1235,2,1241,1,,,,,,670,670,0,646,4,4,4,0,26,1,2500,610,611,0,609,0,1,,,1,2,-50,,,,,,,No Known Funding,,,,,,,,,,Yes,Yes,No,,,,,2014-12-27
BLITAB Technology,107,107,16,https://mattermark.com/app/data/11000223/,http://blitab.com,"BLITAB Technology - one of the top social high-tech start-ups in Europe, producing the first tactile tablet for people with sight loss.",No,,,,hardware|healthcare|telecommunications,B2B|B2C,consumer electronics,,,,,,,,,962,905,6,747,29,,,,,,665,657,1,649,2,,,,,,,26167,25947,1,24781,6,383,383,0,449,449,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-06-14
Testomato,107,107,-433,https://mattermark.com/app/data/283598/,http://testomato.com,"Testomato is the easiest way to test for errors that directly affect your visitors. Create tests in seconds and take control of your website's performance.",No,,,,,B2B,,,4,3,1,33,2,2,100,43003,42803,0,44085,-2,,,,,,837,841,0,835,0,11,1,1000,20,28,-29,2677,2669,0,2565,4,979,979,0,7865,7865,0,8,7,14,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-06-06
miLeyenda Entertainment SL,106,106,-825,https://mattermark.com/app/data/114866/,http://mileyenda.com,"	The best sports league management software and online event registration. Organise tournaments online for soccer, baseball or any sport. Try it for free.",No,,,,entertainment|gaming|mobile,B2B,sports,,7,8,-1,-13,7,0,0,3229,3709,-13,3446,-6,,,,,,1,1,0,519,-100,15,14,7,47,72,-35,5,3,67,778,-99,1,1,0,1,7,-86,22,22,0,21,5,2012,No Known Funding,,,,murcia,murcia,,,esp,EU,Yes,Yes,Yes,,,,,2013-04-04
everyride.it,105,105,64,https://mattermark.com/app/data/11175283/,http://everyride.it,"",No,,,,,,,,,,,,,,,,,,,,,,,,,1,611,-100,595,-100,,,,,,,2068,2065,0,2051,1,6,9,-33,17,20,-15,,,,,,,No Known Funding,,,,italy,,,,ita,EU,Yes,Yes,No,,,,,2015-10-27
flyver.co,105,105,-180,https://mattermark.com/app/data/10080123/,http://flyver.co,"Flyver is a SDK, framework and marketplace for drone apps enabling developers to write apps for drones. As easy as for smartphones.",No,,,,agriculture|internet of things|mobile|robotics|software development,B2B,apis|developer apis|robotics,,3,4,-1,-25,4,-1,-25,2001,2041,-2,1719,16,,,,,,484,,,,,,,,,,,609,609,0,600,2,1,1,0,1,1,0,16,16,0,14,14,2013,No Known Funding,,,,sofia,sofia,,,bgr,EU,No,No,No,,,,,2014-09-05
Mint Labs,104,93,-10,https://mattermark.com/app/data/158416/mint-labs,http://mint-labs.com,"Cloud based advanced neuroimaging analysis and visualization platform. Specialists can upload, process and analyse their big datasets, all within the browser.",No,,,,cloud computing|enterprise software|health it|healthcare|medical diagnostics|pharmaceuticals,B2B,big data|cloud computing|data visualization,|Wayra,10,11,-1,-9,12,-2,-17,15,15,0,15,0,,,,,,720,720,0,686,5,5,8,-38,38,57,-33,249,247,1,234,6,6,6,0,6,6,0,104,102,2,97,7,2013,Pre Series A,0,,,barcelona,barcelona,,,esp,EU,No,No,No,,,,,2013-07-12
Brainstorm,102,102,303,https://mattermark.com/app/data/11258793/,http://brainstorm.es,"Brainstorm provides industry-leading real-time interactive 3D graphics solutions .",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,319,0,313,2,12,11,9,14,14,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-12-21
folge3.de,102,102,0,https://mattermark.com/app/data/11309531/,http://folge3.de,"",No,,,,,,,,,,,,,,,,,,,,,,,,,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Elements Interactive We build applications!,101,101,-284,https://mattermark.com/app/data/11261945/,http://elements.nl,"",No,,,,,,,,,,,,,,,,,,,,,,,,,99,94,5,87,14,,,,,,,269,267,1,256,5,27,27,0,20,20,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-12-29
worldfavor.com,101,101,8,https://mattermark.com/app/data/11309390/,http://worldfavor.com,"Worldfavor is where anyone can request information from and influence companies in a sustainable direction, and where companies manage.",No,,,,,,,,,,,,,,,,,,,,,,,,,662,661,0,,,,,,,,,598,595,1,,,2,2,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
geezar.es,99,99,0,https://mattermark.com/app/data/11309542/,http://geezar.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,128,128,0,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
TeskaLabs,99,99,-338,https://mattermark.com/app/data/10968328/,http://teskalabs.com,"TeskaLabs provides enterprise grade security solutions for industrial and consumer mobile and IoT applications.",No,,,,enterprise software|information security|mobile|security,B2B,internet of things,London 2015 Fall|Techstars,,,,,,,,557,580,-4,422,32,,,,,,451,418,8,357,26,,,,,,,77,76,1,76,1,4,,,5,5,0,,,,,,,Pre Series A,110000,2015-04-06,110000,london,london,london,,gbr,EU,No,No,No,11,,,0,2015-04-30
CleverLions,98,98,55,https://mattermark.com/app/data/11050771/,http://cleverlions.com,"Dutch startup building B2B technology to maximize content strategies with big data",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,0,33,3,1,,,1,1,0,,,,,,,No Known Funding,,,,nijmegen,nijmegen,,,nld,EU,No,No,No,,,,,2015-08-21
Andaman7,98,98,18,https://mattermark.com/app/data/10954041/,http://andaman7.com,"Connecting Doctors and Patients",No,,,,healthcare|mobile,B2B|B2C,health & wellness,,,,,,,,,7,7,0,10,-30,,,,,,2040,1977,3,1898,7,,,,,,,4468,4329,3,3966,13,273,273,0,381,381,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-04-15
Kiunsys Srl,97,97,47,https://mattermark.com/app/data/10896840/,http://kiunsys.com,"Kiunsys provides smart solutions to simplifying and automating the management and control of urban mobility, parking and city logistics.",No,,,,,,internet of things,,,,,,,,,289,229,26,57,407,,,,,,380,384,-1,378,1,1,1,0,3,33,-91,179,175,2,170,5,2,,,1,2,-50,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2014-12-12
artomatix.com,96,96,401,https://mattermark.com/app/data/10046604/,http://artomatix.com,"Artificial Imagination: Artificial Intelligence applied to art creation",No,,,,gaming,B2C,graphics,,,,,,,,,69,75,-8,153,-55,,,,,,705,691,2,684,3,,,,,,,322,314,3,306,5,3,3,0,11,6,83,,,,,,,Pre Series A,0,2014-02-01,0,dublin,dublin,,,irl,EU,No,No,No,25,,,0,2014-08-25
Aykiro,96,96,-6,https://mattermark.com/app/data/10986581/,http://aykiro.com,"Aykiro is a startup developing high-quality videogames for mobile devices",No,,,,gaming|mobile,B2C,,,,,,,,,,,,,,,,,,,,39,39,0,,,,,,,,,57,55,4,53,8,1,1,0,1,1,0,,,,,,,No Known Funding,,,,bratislava,bratislava,,,svk,EU,No,No,No,,,,,2015-05-13
Prior,95,95,18,https://mattermark.com/app/data/10916544/,http://priorhq.com,"Pide y paga antes de llegar. Haz tu pedido por adelantado desde el movil y ahorrate la cola en tus restaurantes, cafeterias y locales favoritos.",No,,,,e-commerce|finance|mobile|payments|retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,159,24,131,50,113,113,0,88,106,-17,,,,,,,No Known Funding,,,,madrid,madrid,,,esp,EU,Yes,No,Yes,,,,,2015-02-10
Draxis SA,94,94,-184,https://mattermark.com/app/data/10709764/,http://draxis.gr,"",No,,,,,,,,10,9,1,11,,,,28,,,,,,,,,,88,88,0,88,0,,,,,,,295,295,0,289,2,3,3,0,2,2,0,83,,,,,,No Known Funding,,,,thessaloniki,thessaloniki,,,grc,EU,No,No,No,,,,,2014-10-28
Pycno,94,94,22,https://mattermark.com/app/data/236177/pycno,http://pycno.co.uk,"Precision agriculture redefined! Monitoring and control capabilities for growers.",No,,,,agriculture|internet of things,,internet of things,,2,3,-1,-33,3,-1,-33,528,330,60,288,83,,,,,,1406,1398,1,1382,2,15,2,650,17,4,325,377,377,0,376,0,4,4,0,1,1,0,17,16,6,15,13,2014,Pre Series A,40000,2014-06-01,40000,london,london,london,,gbr,EU,No,No,No,21,2,50,800,2014-01-30
VBOT,93,93,64,https://mattermark.com/app/data/190216/vbot,http://vbot.tv,"Videobot monetises videos for publishers and brands via its cloud video platform VBOT.",No,,,,career / job search|marketing,B2B,news|productivity|recruiting|sales|social news|video,,7,7,0,0,5,2,40,51,62,-18,67,-24,,,,,,326,333,-2,314,4,12,14,-14,30,0,,7,7,0,7,0,,,,,,,40,39,3,38,5,,Pre Series A,0,2013-10-01,,picardie,picardie,,,irl,EU,No,No,No,29,3,20,0,2013-09-24
ResultsOnAir,93,89,-207,https://mattermark.com/app/data/10921652/,http://resultsonair.com,"ResultsOnAir provides web analytics-level insights for direct response TV (DRTV) campaigns. We help advertisers increase ROI on TV ad dollars on average 40%++. By tracking how an audience takes action we optimise ad buying and increase conversions.",No,,,,advertising|analytics,B2C,big data,500 Startups|500 Startups Batch 13 (Summer 2015),3,5,-2,-40,2,1,50,102,99,3,193,-47,,,,,,,,,,,,,,,,,439,437,0,432,2,12,12,0,62,71,-13,11,10,10,8,38,2014,Pre Series A,100000,2015-04-27,100000,mountain view,mountain view,,CA,usa,NA,No,No,No,10,1,10,10000,2015-02-26
indmatec.com,92,92,53,https://mattermark.com/app/data/11309484/,http://indmatec.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,138,126,10,,,,,,,,,423,420,1,,,26,26,0,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
psykia.com,91,91,-68,https://mattermark.com/app/data/11309290/,http://psykia.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2016-02-17
Wantr,90,105,-348,https://mattermark.com/app/data/102567/wantr,http://wantr.com,"Wantr offers a virtual catalog that alerts its users of new arrivals to their preferred online stores.",No,,,,e-commerce,B2C,community|social commerce,Seed Capital,1,1,0,0,1,0,0,161147,156610,3,138428,16,,,,,,216,215,0,215,0,0,0,,0,0,,743,743,0,744,0,1,,,1,1,0,54,54,0,54,0,2012,Pre Series A,600000,2013-03-15,600000,copenhagen,copenhagen,,,dnk,EU,No,No,No,36,-9,249,2409.64,2013-04-04
ChainPoint,90,90,-99,https://mattermark.com/app/data/11228851/,http://chainpoint.com,"",No,,,,,,,,,,,,,,,,,,,,,,,,,394,392,1,383,3,,,,,,,24,22,9,22,9,2,1,100,4,4,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-11-06
Atsora,89,89,9,https://mattermark.com/app/data/268976/,http://atsora.com,"Atsora aims to provide financial institutions with an ecosystem of services for SMEs called Momentum.",No,,,,finance,,,,3,3,0,0,3,0,0,42,52,-19,113,-63,,,,,,63,63,0,62,2,33,0,,33,0,,103,103,0,102,1,1,,,1,,,256,249,3,231,11,2013,Pre Series A,0,,,warsaw,warsaw,,,pol,EU,No,No,No,,,,,2014-04-15
Gamepho,89,89,-177,https://mattermark.com/app/data/11079195/,http://gamepho.com,"GamePho is the universal controller companion app for your games on connected TVs. Re-invent connected TV gaming with GamePho!",No,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,18,6,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-08-21
wtelecom.es,88,88,5,https://mattermark.com/app/data/11001494/,http://wtelecom.es,"",No,,,,,,,,,,,,,,,,,,,,,,,,,1512,1518,0,1480,2,,,,,,,748,742,1,738,1,36,,,22,34,-35,,,,,,,No Known Funding,,,,spain,,,,esp,EU,No,No,No,,,,,2015-06-14
Cortechs,88,88,4,https://mattermark.com/app/data/229878/,http://cortechs.ie,"Cortechs provides you with reliable tools that measure, monitor and improve your brain activity.",No,,,,gaming|hardware,B2C,,,,,,,,,,6,6,0,6,0,,,,,,1371,1362,1,1305,5,26,51,-49,157,203,-23,1054,1034,2,931,13,96,96,0,45,45,0,,,,,,,No Known Funding,,,,dublin,dublin,,,irl,EU,No,No,No,,,,,2014-01-09
Muzeums,88,88,275,https://mattermark.com/app/data/10908692/,http://muzeu.ms,"Muzeums digitizes museums & personalizes their visitor experience, by dynamically rearranging tagged, location based & experiential content.",No,,,,hospitality|travel,B2C,location based services (lbs)|outdoors|tourism,,0,,,,,,,5,5,0,5,0,,,,,,242,242,0,238,2,2,1,100,3,0,,249,248,0,247,1,1,,,4,,,2,2,0,1,100,2014,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2015-01-13
Andiamo,87,87,64,https://mattermark.com/app/data/301291/,http://andiamo.io,"3D printing and scanning orthotics service for disabeld children, reducing wait times from 6 months to a few days",No,,,,healthcare,B2B,3d printing,,,,,,,,,7,7,0,39,-82,,,,,,910,893,2,880,3,9,3,200,17,374,-95,524,517,1,496,6,10,10,0,4,18,-78,,,,,,,No Known Funding,,,,london,london,london,,gbr,EU,No,No,No,,,,,2014-07-06
HealthVentures,87,87,321,https://mattermark.com/app/data/10922058/,http://laborom.org,"Medical test result organizer application for patients with chronic disease",No,,,,healthcare|mobile,B2B|B2C,health & wellness|medical|mobile health,,,,,,,,,18,18,0,9,100,,,,,,203,204,0,195,4,,,,,,,12531,12057,4,11220,12,1903,1280,49,454,454,0,,,,,,,No Known Funding,,,,budapest,budapest,,,hun,EU,No,No,No,,,,,2015-02-28
Measurence,86,86,222,https://mattermark.com/app/data/251997/,http://measurence.com,"Contextual analytics and proximity marketing for physical retail",No,,,,advertising|analytics|internet of things|retail,B2C|SaaS,big data|internet of things|local,Acceleprise SF Cohort 2,7,6,1,17,5,2,40,39,46,-15,77,-49,,,,,,245,246,0,238,3,4,2,100,6,16,-63,120,120,0,120,0,1,1,0,2,2,0,56,53,6,53,6,2014,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,No,No,No,,,,,2014-03-15
sofasession,84,84,-124,https://mattermark.com/app/data/254157/,http://sofasession.com,"sofasession is a musician community that enables you to find other musicians like you, jam online with them and make music in realtime.",No,,,,media|music,B2C,entertainment|social media,,5,6,-1,-17,6,-1,-17,58821,54649,8,25408,132,,,,,,543,494,10,466,17,0,0,,2,30,-93,1146,1082,6,971,18,143,143,0,44,78,-44,12,12,0,11,9,2014,No Known Funding,,,,vienna,vienna,,,aut,EU,No,No,No,,,,,2014-03-24
Lectios,83,83,34,https://mattermark.com/app/data/10907358/,http://lectios.com,"Lectios: Listen To! Listen to news, post, doc, feed when you can't read them!",No,,,,mobile,,,,,,,,,,,83,71,17,110,-25,,,,,,101,101,0,98,3,,,,,,,240,240,0,223,8,1,1,0,4,,,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-01-03
Zylia,83,83,15,https://mattermark.com/app/data/11060050/,http://zylia.pl,"Zylia is a research and development company from the ICT sector.",No,,,,,,,,,,,,,,,4,,,,,,,,,,30,30,0,27,11,,,,,,,223,219,2,212,5,8,8,0,17,18,-6,,,,,,,No Known Funding,,,,poznan,poznan,,,pol,EU,No,No,No,,,,,2015-08-21
Eton Digital,82,82,45,https://mattermark.com/app/data/16772/,http://etondigital.com,"We are a web design and development company that builds beautiful and innovative solutions using open-source software. Get a quote for your idea today.",No,,,,social networking,B2B|Consulting,cms|drupal|social media|web design,,54,55,-1,-2,51,3,6,9573,9883,-3,7255,32,,,,,,935,932,0,925,1,4,1,300,15,37,-59,1322,1308,1,1289,3,11,11,0,53,53,0,279,275,1,262,6,,No Known Funding,,,,maidenhead,maidenhead,,,gbr,EU,No,No,No,,,,,2013-04-04
Printelize,81,81,-200,https://mattermark.com/app/data/10994249/,http://printelize.com,"Online marketplace for 3d printing services and a sales platform for 3d printing service providers",No,,,,e-commerce,B2B|Marketplace|SaaS,3d printing,,,,,,,,,27,27,0,35,-23,,,,,,36,35,3,31,16,,,,,,,363,361,1,354,3,3,3,0,4,4,0,,,,,,,No Known Funding,,,,,,,,,,No,No,No,,,,,2015-05-22
fuseami.com,80,80,-250,https://mattermark.com/app/data/10767685/,http://fuseami.com,"fuseami is an app that allows you to quickly identify and connect with business colleagues you don't know.",No,,,,internet of things,B2B,,,0,1,-1,-100,,,,3,6,-50,25,-88,,,,,,429,414,4,342,25,,,,,,,51,51,0,49,4,8,8,0,1,1,0,11,11,0,10,10,,No Known Funding,,,,waterford,waterford,,,irl,EU,No,No,No,,,,,2014-11-01
